brand,model,modification,front_wheel,rear_wheel
HYUNDAI,SANTA FE,2.2 LEADER 5STR 4WD,235/55R19,235/55R19
HYUNDAI,SANTA FE,2.4 CHIEF 5 STR 4WD,235/65R17,235/65R17
HYUNDAI,SANTA FE,1.6 T-GDI HEV GLTH-A AUTO 7-STR,235/65R17,235/65R17
HYUNDAI,SANTA FE,1.6 T-GDI HEV GLTH-B AUTO 7-STR,235/65R17,235/65R17
HYUNDAI,SANTA FE,1.6 T-GDI HEV GLTH-C AUTO 6-STR,235/55R19,235/55R19
HYUNDAI,SANTA FE,1.6 T-GDI HEV GLTH-C AUTO 7-STR,235/55R19,235/55R19
HYUNDAI,SANTA FE,1.6 T-GDI HEV GLTH-D 4WD AUTO 6-STR,235/55R19,235/55R19
HYUNDAI,SANTA FE,1.6 T-GDI HEV GLTH-D 4WD AUTO 7-STR,235/55R19,235/55R19
HYUNDAI,SANTA FE,2.2 CRDI GLD-A 2WD DCT 7 STR,235/60R18,235/60R18
HYUNDAI,SANTA FE,2.2 CRDI GLD-B 2WD DCT 7 STR,255/45R20,255/45R20
HYUNDAI,SANTA FE,2.2 CRDI GLD-C 4WD DCT 7-STR,255/45R20,255/45R20
HYUNDAI,SANTA FE,2.2 ELITE 5 STR,235/55R19,235/55R19
HYUNDAI,SANTA FE,2.2 FLAGSHIP 5 STR,235/65R17,235/65R17
HYUNDAI,SANTA FE,2.2 LEADER 5STR 4WD,235/55R19,235/55R19
HYUNDAI,SANTA FE,2.2 LUXURY 5 STR,235/65R17,235/65R17
HYUNDAI,SANTA FE,2.2 NOBLE 5 STR,235/65R17,235/65R17
HYUNDAI,SANTA FE,2.2 PRESTIGE 5 STR,235/55R19,235/55R19
HYUNDAI,SANTA FE,2.2 VGT FLAGSHIP 5 STR,235/65R17,235/65R17
HYUNDAI,SANTA FE,2.2 VGT FLAGSHIP 7 STR,235/65R17,235/65R17
HYUNDAI,SANTA FE,2.2 VGT LUXURY,235/65R17,235/65R17
HYUNDAI,SANTA FE,2.4 CHIEF 5 STR 4WD,235/65R17,235/65R17
HYUNDAI,SANTA FE,2.4 FLAGSHIP 7 STR 4WD,235/60R18,235/60R18
HYUNDAI,SANTA FE,2.4 NOBLE 5 STR 4WD,235/65R17,235/65R17
HYUNDAI,SANTA FE,2.4 NOBLE 7 STR 4WD,235/65R17,235/65R17
HYUNDAI,STAREX,JUMBO 9STR,205/70R15,205/70R15
HYUNDAI,STAREX,RV 7STR,205/70R15,205/70R15
HYUNDAI,STARIA,2.2 VGT CEO-A 7 SEAT AUTO,235/55R18,235/55R18
HYUNDAI,STARIA,2.2 VGT CEO-B 7 SEAT AUTO,235/55R18,235/55R18
HYUNDAI,STARIA,2.2 VGT GLD-A 9 SEAT AUTO,215/65R17,215/65R17
HYUNDAI,STARIA,2.2 VGT GLD-B 9 SEAT AUTO,215/65R17,215/65R17
HYUNDAI,STARIA,2.2 VGT GLD-C 8 SEAT AUTO,215/65R17,215/65R17
HYUNDAI,TUCSON,1.6 T-GDI FLAGSHIP,225/55R18,225/55R18
HYUNDAI,TUCSON,1.6 T-GDI LUXURY,225/55R18,225/55R18
HYUNDAI,TUCSON,2.0 PREMIUM CLASSIC,225/55R17,225/55R17
HYUNDAI,TUCSON,2.0 PREMIUM LUXURY,225/55R17,225/55R17
HYUNDAI,TUCSON,1.6 T-GDI ELITE,225/55R18,225/55R18
HYUNDAI,TUCSON,1.6 T-GDI FASHION,225/60R17,225/60R17
HYUNDAI,TUCSON,1.6 T-GDI FLAGSHIP,225/55R18,225/55R18
HYUNDAI,TUCSON,1.6 T-GDI GLT-A,225/55R18,225/55R18
HYUNDAI,TUCSON,1.6 T-GDI GLT-B,225/55R18,225/55R18
HYUNDAI,TUCSON,1.6 T-GDI LUXURY,225/55R18,225/55R18
HYUNDAI,TUCSON,1.6 T-GDI NOBLE,225/60R17,225/60R17
HYUNDAI,TUCSON,2.0 CLASSIC,225/55R17,225/55R17
HYUNDAI,TUCSON,2.0 DX ELITE,215/60R16,215/60R16
HYUNDAI,TUCSON,2.0 DX FLAGSHIP,215/60R16,215/60R16
HYUNDAI,TUCSON,2.0 DX LUXURY,215/60R16,215/60R16
HYUNDAI,TUCSON,2.0 DX NOBLE,215/60R16,215/60R16
HYUNDAI,TUCSON,2.0 EX FLAGSHIP,235/60R16,235/60R16
HYUNDAI,TUCSON,2.0 FASHION,225/60R17,225/60R17
HYUNDAI,TUCSON,2.0 LUXURY,225/60R17,225/60R17
HYUNDAI,TUCSON,2.0 NOBLE,225/60R17,225/60R17
HYUNDAI,TUCSON,2.0 PREMIUM CLASSIC,225/55R17,225/55R17
HYUNDAI,TUCSON,2.0 PREMIUM LUXURY,225/55R17,225/55R17
HYUNDAI,TUCSON,2.0 V-DX FLAGSHIP,215/60R16,215/60R16
HYUNDAI,TUCSON,2.0 V-DX LUXURY,215/60R16,215/60R16
HYUNDAI,TUCSON,2.0 V-DX NOBLE,215/60R16,215/60R16
HYUNDAI,TUCSON,2.0 VGTURBO CHARM,225/60R17,225/60R17
HYUNDAI,TUCSON,2.0 VGTURBO ELITE,225/55R18,225/55R18
HYUNDAI,TUCSON,2.0 VGTURBO FLAGSHIP 4WD,225/55R18,225/55R18
HYUNDAI,VELOSTER,1.6 T-GDI AUTO,215/40R18,215/40R18
HYUNDAI,VELOSTER,1.6 T-GDI DCT,225/40R18,225/40R18
HYUNDAI,VELOSTER,1.6 T-GDI DCT FLAGSHIP,225/40R18,225/40R18
HYUNDAI,VELOSTER,1.6 T-GDI DCT LUXURY,225/40R18,225/40R18
HYUNDAI,VENUE,1.6 GLA,185/65R15,185/65R15
HYUNDAI,VENUE,1.6 GLB,205/55R17,205/55R17
HYUNDAI,VENUE,1.6 GLB TWO TONE,205/55R17,205/55R17
HYUNDAI,VENUE,1.6 GLC TWO TONE,205/55R17,205/55R17
HYUNDAI,VERNA,1.6 ELEGANT FASHION,185/60R15,185/60R15
HYUNDAI,VERNA,1.6 FLAGSHIP,185/60R15,185/60R15
HYUNDAI,VERNA,1.6 NOBLE,185/60R15,185/60R15
INFINITI,EX,3.5 4WD 35,225/55R18,225/55R18
INFINITI,EX,3.7 4WD 37,225/55R18,225/55R18
INFINITI,FX,3.5 4WD 35 LUXURY,265/60R18,265/60R18
INFINITI,FX,3.7 4WD 37,265/60R18,265/60R18
INFINITI,FX,35 LUXURY AWD,265/60R18,265/60R18
INFINITI,FX,5.0 4WD 50,265/45R21,265/45R21
INFINITI,G,2.5 25,225/55R17,225/55R17
INFINITI,G,3.7 37,225/55R17,225/55R17
INFINITI,G,35 RWD,225/55R17,225/55R17
INFINITI,G,37 COUPE,225/45R19,245/40R19
INFINITI,Q30,1.6T ELITE,235/50R18,235/50R18
INFINITI,Q30,1.6T FASHION,235/50R18,235/50R18
INFINITI,Q30,1.6T LUXURY,235/50R18,235/50R18
INFINITI,Q30,2.0T SPORT,235/45R19,235/45R19
INFINITI,Q50,2.0 FLAGSHIP,225/50R18,225/50R18
INFINITI,Q50,2.0 SILVER SPORT,245/40R19,245/40R19
INFINITI,Q50,2.0 LUXURY,225/55R17,225/55R17
INFINITI,Q50,2.0 SILVER SPORT,245/40R19,245/40R19
INFINITI,Q50,3.0 300GT FLAGSHIP,225/50R18,225/50R18
INFINITI,Q50,3.0 300GT LUXURY,225/55R17,225/55R17
INFINITI,Q50,3.0 300GT SILVER SPORT,245/40R19,245/40R19
INFINITI,Q50,3.5 S HYBRID BLUE SPORT,245/40R19,245/40R19
INFINITI,Q50,3.5 S HYBRID FLAGSHIP,245/40R19,245/40R19
INFINITI,Q50,3.5 S HYBRID LUXURY,245/40R19,245/40R19
INFINITI,Q60,2.0 FLAGSHIP,255/40R19,255/40R19
INFINITI,Q60,2.0 LUXURY,255/40R19,255/40R19
INFINITI,Q60,3.0 RED SPORT,245/40R19,245/40R19
INFINITI,Q70,2.5 FLAGSHIP,245/50R18,245/50R18
INFINITI,Q70,2.5 LUXURY,245/50R18,245/50R18
INFINITI,Q70,3.7 FLAGSHIP,245/50R18,245/50R18
INFINITI,QX30,2.0T FLAGSHIP DCT 4WD,235/50R18,235/50R18
INFINITI,QX30,2.0T LUXURY DCT 4WD,235/50R18,235/50R18
INFINITI,QX50,2.0 FASHION,235/55R19,235/55R19
INFINITI,QX50,2.0 FLAGSHIP 4WD,255/45R20,255/45R20
INFINITI,QX50,2.0 LUXURY,235/55R19,235/55R19
INFINITI,QX60,2.5 4WD HYBRID,235/55R20,235/55R20
INFINITI,QX60,3.5 4WD FLAGSHIP,235/55R20,235/55R20
INFINITI,QX60,3.5 FLAGSHIP 4WD,255/50R20,255/50R20
INFINITI,QX60,3.5 LUXURY,235/65R18,235/65R18
INFINITI,QX60,3.5 VOGUE AUTO 4WD,255/50R20,255/50R20
INFINITI,QX70,3.7 4WD F,265/60R18,265/60R18
INFINITI,QX70,3.7 4WD G,265/45R21,265/45R21
INFINITI,QX70,3.7 4WD S,265/45R21,265/45R21
INFINITI,QX70,5.0 4WD C,265/45R21,265/45R21
JAGUAR,E-PACE,2.0 D150 R-DYNAMIC AWD,235/65R17,235/65R17
JAGUAR,E-PACE,2.0 P200 CHEQUERED FLAG AUTO 4WD,235/55R19,235/55R19
JAGUAR,E-PACE,2.0 P200 MHEV R-DYNAMIC S AUTO 4WD,235/60R18,235/60R18
JAGUAR,E-PACE,2.0 P200 R-DYNAMIC S AWD,235/60R18,235/60R18
JAGUAR,E-PACE,2.0 P200 S AWD,235/60R18,235/60R18
JAGUAR,E-PACE,2.0 P250 CHEQUERED FLAG AUTO 4WD,235/55R19,235/55R19
JAGUAR,E-PACE,2.0 P250 MHEV R-DYNAMIC SE AUTO 4WD,235/55R19,235/55R19
JAGUAR,E-PACE,2.0 P250 R-DYNAMIC S AWD,235/60R18,235/60R18
JAGUAR,E-PACE,2.0 P250 R-DYNAMIC SE AWD,235/55R19,235/55R19
JAGUAR,E-PACE,2.0 P250 S AWD,235/60R18,235/60R18
JAGUAR,E-PACE,2.0 P250 SE AWD,235/55R19,235/55R19
JAGUAR,F-PACE,2.0 20D PRESTIGE AUTO 4WD,255/60R18,255/60R18
JAGUAR,F-PACE,2.0 20D R-SPORT AUTO 4WD,255/55R19,255/55R19
JAGUAR,F-PACE,2.0 25T PRESTIGE AUTO,255/60R18,255/60R18
JAGUAR,F-PACE,2.0 25T R-SPORT AUTO 4WD,255/55R19,255/55R19
JAGUAR,F-PACE,3.0 S AUTO 4WD,255/50R20,255/50R20
JAGUAR,F-PACE,2.0 30T R-SPORT AUTO 4WD,255/55R19,255/55R19
JAGUAR,F-TYPE,2.0 COUPE AUTO,245/45R18,275/40R18
JAGUAR,F-TYPE,2.0 P300 R-DYNAMIC AUTO,245/40R19,275/35R19
JAGUAR,F-TYPE,3.0 V6 COUPE AUTO,245/45R18,275/40R18
JAGUAR,F-TYPE,3.0 V6 P340 AUTO,245/40R19,275/35R19
JAGUAR,F-TYPE,3.0 V6 P380 R-DYNAMIC AUTO 4WD,255/35R20,285/30R20
JAGUAR,F-TYPE,3.0 V6 S AUTO,245/40R19,275/35R19
JAGUAR,F-TYPE,5.0 P450 R-DYNAMIC AUTO,255/35R20,295/30R20
JAGUAR,F-TYPE,5.0 V8 SVR AUTO 4WD,265/35R20,305/30R20
JAGUAR,I-PACE,90KWH EV400 HSE 4WD,245/50R20,245/50R20
JAGUAR,I-PACE,90KWH EV400 S 4WD,245/50R20,245/50R20
JAGUAR,XE,2.0 P250 R-DYNAMIC SE,225/45R18,245/40R18
JAGUAR,XE,2.0 P300 R-DYNAMIC SE,225/40R19,255/35R19
JAGUAR,XE,2.0 PRESTIGE 20D,225/50R17,225/50R17
JAGUAR,XE,2.0 PRESTIGE 20T,225/50R17,225/50R17
JAGUAR,XE,2.0 R-SPORT 25T,225/45R18,245/40R18
JAGUAR,XF,2.0 PRESTIGE 20D,245/45R18,245/45R18
JAGUAR,XF,2.0 PRESTIGE 25T,245/45R18,245/45R18
JAGUAR,XF,3.0 V6 S/C S 4WD,255/35R20,255/35R20
JAGUAR,XF,2.0 25T CHEQUERED FLAG AUTO,245/40R19,245/40R19
JAGUAR,XF,2.0 P250 R-DYNAMIC SE AUTO,245/40R19,245/40R19
JAGUAR,XF,2.0 PRESTIGE 20D,225/55R17,225/55R17
JAGUAR,XF,2.0 PRESTIGE 20T,245/45R18,245/45R18
JAGUAR,XF,2.0 PRESTIGE 25T,225/55R17,225/55R17
JAGUAR,XF,2.0 R-SPORT 20D,245/45R18,245/45R18
JAGUAR,XF,2.0 R-SPORT 25T,245/45R18,245/45R18
JAGUAR,XJ,2.0 PREMIUM LUXURY LWB,245/45R19,275/40R19
JAGUAR,XJ,3.0 S/C PORTFOLIO LWB,245/45R19,275/40R19
JAGUAR,XJ,3.0 SUPERV6 LWB,245/45R19,275/40R19
JAGUAR,XJ,3.0 V6 S/C PLATINUM LWB,245/45R19,275/40R19
JAGUAR,XJ,5.0 SC V8 LWB SUPERSPORT,245/40R20,275/35R20
KIA,CARENS,1.7 CRDI FLAGSHIP,205/55R16,205/55R16
KIA,CARENS,1.7 CRDI FLAGSHIP 7STR,205/55R16,205/55R16
KIA,CARENS,1.7 CRDI LUXURY,205/55R16,205/55R16
KIA,CARENS,1.7 CRDI SPORT EDITION,205/55R16,205/55R16
KIA,CARENS,1.7 CRDI TECH,205/55R16,205/55R16
KIA,CARNIVAL,2.2 CRDI CLASSIC EX 8STR,235/60R18,235/60R18
KIA,CARNIVAL,2.2 CRDI LUXURY SXL 7STR,235/60R18,235/60R18
KIA,CARNIVAL,2.2 SMARTSTREAM CLASSIC,235/60R18,235/60R18
KIA,CARNIVAL,2.2 SMARTSTREAM GLORY,235/55R19,235/55R19
KIA,CARNIVAL,2.2 SMARTSTREAM LUXURY,235/60R18,235/60R18
KIA,CARNIVAL,2.2 SMARTSTREAM TOP GRADE,235/55R19,235/55R19
KIA,CEED,1.5 T-GDI DCT EUROPEAN EDITION SW,225/45R17,225/45R17
KIA,EV6,BEV 58KWH STANDARD AIR AUTO,235/55R19,235/55R19
KIA,EV6,BEV 77.4KWH LONG RANGE AIR AUTO,235/55R19,235/55R19
KIA,EV6,BEV 77.4KWH LONG RANGE GT-LINE,255/45R20,255/45R20
KIA,PICANTO,1.2 COLORFUL EDITION,175/65R14,175/65R14
KIA,PICANTO,1.2 FASHION,185/55R15,185/55R15
KIA,PICANTO,1.2 GLAMOROUS,185/55R15,185/55R15
KIA,PICANTO,1.2 X-LINE,195/45R16,195/45R16
KIA,SORENTO,2.2 CRDI 2WD LUXURY,235/60R18,235/60R18
KIA,SORENTO,2.2 CRDI 4WD FLAGSHIP,235/55R19,235/55R19
KIA,SORENTO,2.2 CRDI 4WD GT-LINE,235/55R19,235/55R19
KIA,SORENTO,2.2 CRDI 4WD LUXURY,235/60R18,235/60R18
KIA,SOUL,1.6 CRDI COOL DCT,205/60R16,205/60R16
KIA,SOUL,1.6 CRDI PLAY DCT,205/60R16,205/60R16
KIA,SOUL,1.6 CRDI SHOCK DCT,235/45R18,235/45R18
KIA,SPORTAGE,1.6 T-GDI APEX DCT,235/55R19,235/55R19
KIA,SPORTAGE,1.6 T-GDI TRENDY DCT,235/60R18,235/60R18
KIA,SPORTAGE,1.6 T-GDI X-LINE DCT 4WD,235/55R19,235/55R19
KIA,SPORTAGE,2.0 2WD NOBLE,235/60R16,235/60R16
KIA,SPORTAGE,2.0 CRDI 2WD GLORY,225/60R17,225/60R17
KIA,SPORTAGE,2.0 CRDI 2WD GT LINE,245/45R19,245/45R19
KIA,SPORTAGE,2.0 CRDI 2WD LUXURY,225/60R17,225/60R17
KIA,SPORTAGE,2.0 CRDI 2WD NOBLE,235/60R16,235/60R16
KIA,SPORTAGE,2.0 CRDI 2WD POWER,235/60R16,235/60R16
KIA,SPORTAGE,2.0 CRDI 4WD FLAGSHIP,225/55R18,225/55R18
KIA,SPORTAGE,2.0 CRDI 4WD GT LINE,245/45R19,245/45R19
KIA,SPORTAGE,2.0 CRDI 4WD TOP GRADE,225/60R17,225/60R17
KIA,STINGER,2.0 GT LINE,225/40R19,255/35R19
KIA,STINGER,2.0 T EX,225/45R18,225/45R18
KIA,STINGER,2.0 T GT LINE,225/40R19,255/35R19
KIA,STINGER,3.3 GT AWD,225/40R19,255/35R19
KIA,STONIC,1.0 T-GDI FASHION DCT,185/65R15,185/65R15
KIA,STONIC,1.0 T-GDI HYBRID FASHION DCT,185/65R15,185/65R15
KIA,STONIC,1.0 T-GDI HYBRID STUNNING DCT,195/55R16,195/55R16
KIA,STONIC,1.0 T-GDI STUNNING DCT,205/45R17,205/45R17
KIA,STONIC,1.4 CLASSIC,185/65R15,185/65R15
KIA,STONIC,1.4 FASHION,185/65R15,185/65R15
KIA,STONIC,1.4 STUNNING,185/65R15,185/65R15
LAMBORGHINI,GALLARDO,5.2 LP 550-2,235/35R19,295/30R19
LAMBORGHINI,GALLARDO,5.2 LP 560-4,235/35R19,295/30R19
LAMBORGHINI,GALLARDO,5.2 LP 560-4 BICOLORE,235/35R19,295/30R19
LAMBORGHINI,GALLARDO,5.2 V10 LP 560-4,235/35R19,295/30R19
LAMBORGHINI,HURACAN,5.2 4WD SPYDER,245/30R20,305/30R20
LAMBORGHINI,HURACAN,5.2 V10 LP 580-2,245/30R20,305/30R20
LAMBORGHINI,HURACAN,5.2 V10 LP 610-4 SPYDER,245/30R20,305/30R20
LAMBORGHINI,HURACAN,5.2 V10 LP 640-2 STO,245/30R20,305/30R20
LAMBORGHINI,HURACAN,5.2 V10 LP 640-4 PERFORMANTE SPYDER,245/30R20,305/30R20
LAMBORGHINI,URUS,4.0 V8,285/45R21,315/40R21
LAND ROVER,DEFENDER,2.0 P300 HSE 110 AUTO 4WD,255/50R20,255/50R20
LAND ROVER,DEFENDER,3.0 D250 MHEV SE 110 AUTO 4WD,255/50R20,255/50R20
LAND ROVER,DISCOVERY,2.7 TDV6 HSE+,255/55R19,255/55R19
LAND ROVER,DISCOVERY,3.0 TD6 HSE,255/55R20,255/55R20
LAND ROVER,DISCOVERY,4.0 V6 HSE,255/55R19,255/55R19
LAND ROVER,DISCOVERY,4.4 V8 HSE+,255/55R19,255/55R19
LAND ROVER,DISCOVERY,2.0 P300 R-DYNAMIC SE AUTO 4WD,275/45R21,275/45R21
LAND ROVER,DISCOVERY,3.0 D250 MHEV R-DYNAMIC SE AUTO 4WD,275/45R21,275/45R21
LAND ROVER,DISCOVERY SPORT,2.0 D180 SE AUTO 4WD,235/55R19,235/55R19
LAND ROVER,DISCOVERY SPORT,2.0 D200 MHEV SE AUTO 4WD,245/45R20,245/45R20
LAND ROVER,DISCOVERY SPORT,2.0 P200 MHEV SE AUTO 4WD,245/45R20,245/45R20
LAND ROVER,DISCOVERY SPORT,2.0 P200 SE AUTO 4WD,235/55R19,235/55R19
LAND ROVER,DISCOVERY SPORT,2.0 P250 R-DYNAMIC SE AUTO 4WD,235/55R19,235/55R19
LAND ROVER,DISCOVERY SPORT,2.0 SI4 HSE,235/55R19,235/55R19
LAND ROVER,DISCOVERY SPORT,2.0 SI4 S,235/65R17,235/65R17
LAND ROVER,DISCOVERY SPORT,2.0 SI4 SE,235/60R18,235/60R18
LAND ROVER,DISCOVERY SPORT,2.0 TD4 HSE,235/55R19,235/55R19
LAND ROVER,DISCOVERY SPORT,2.0 TD4 S,235/65R17,235/65R17
LAND ROVER,DISCOVERY SPORT,2.0 TD4 SE,235/60R18,235/60R18
LAND ROVER,RANGE ROVER EVOQUE,2.0 BRONZE COLLECTION MHEV SE 4WD,235/50R20,235/50R20
LAND ROVER,RANGE ROVER EVOQUE,2.0 DYNAMIC 4WD COUPE,235/55R19,235/55R19
LAND ROVER,RANGE ROVER EVOQUE,2.0 P200 MHEV R-DYNAMIC S 4WD,235/60R18,235/60R18
LAND ROVER,RANGE ROVER EVOQUE,2.0 P200 R-DYNAMIC S 4WD,235/60R18,235/60R18
LAND ROVER,RANGE ROVER EVOQUE,2.0 P250 MHEV R-DYNAMIC SE 4WD,235/50R20,235/50R20
LAND ROVER,RANGE ROVER EVOQUE,2.0 P250 R-DYNAMIC SE 4WD,235/50R20,235/50R20
LAND ROVER,RANGE ROVER EVOQUE,2.0 PRESTIGE 4WD,235/55R19,235/55R19
LAND ROVER,RANGE ROVER EVOQUE,2.0 PURE 4WD,235/60R18,235/60R18
LAND ROVER,RANGE ROVER EVOQUE,2.0 SI4 COUPE HSE DYNAMIC 4WD,245/45R20,245/45R20
LAND ROVER,RANGE ROVER EVOQUE,2.0 SI4 HSE 4WD,235/55R19,235/55R19
LAND ROVER,RANGE ROVER EVOQUE,2.0 SI4 HSE DYNAMIC 4WD,245/45R20,245/45R20
LAND ROVER,RANGE ROVER EVOQUE,2.0 SI4 SE 4WD,235/60R18,235/60R18
LAND ROVER,RANGE ROVER EVOQUE,2.0 TD4 SE 4WD,235/60R18,235/60R18
LAND ROVER,RANGE ROVER EVOQUE,2.2 TD4 PURE 4WD,235/60R18,235/60R18
LAND ROVER,RANGE ROVER EVOQUE,2.2 TD4 SE 4WD,235/60R18,235/60R18
LAND ROVER,RANGE ROVER SPORT,2.0 P300 HSE,255/55R20,255/55R20
LAND ROVER,RANGE ROVER VELAR,2.0 P250 S AUTO 4WD,255/55R19,255/55R19
LAND ROVER,RANGE ROVER VELAR,2.0 S D180 R-DYNAMIC AUTO 4WD,255/55R19,255/55R19
LAND ROVER,RANGE ROVER VELAR,2.0 S D240 R-DYNAMIC AUTO 4WD,255/55R19,255/55R19
LAND ROVER,RANGE ROVER VELAR,2.0 S P250 R-DYNAMIC AUTO 4WD,255/55R19,255/55R19
LAND ROVER,RANGE ROVER VELAR,2.0 S P300 R-DYNAMIC AUTO 4WD,255/55R19,255/55R19
LAND ROVER,RANGE ROVER VELAR,3.0 HSE D300 R-DYNAMIC AUTO 4WD,265/45R21,265/45R21
LAND ROVER,RANGE ROVER VELAR,3.0 HSE P380 R-DYNAMIC AUTO 4WD,265/45R21,265/45R21
LAND ROVER,RANGE ROVER VELAR,3.0 S D300 R-DYNAMIC AUTO 4WD,255/55R19,255/55R19
LAND ROVER,RANGE ROVER VELAR,3.0 S P380 R-DYNAMIC AUTO 4WD,255/55R19,255/55R19
LAND ROVER,RANGE ROVER VELAR,3.0 SE P380 R-DYNAMIC AUTO 4WD,255/50R20,255/50R20
LEXUS,CT,1.8 200H ELITE PLUS,205/55R16,205/55R16
LEXUS,CT,1.8 200H F SPORT,215/45R17,215/45R17
LEXUS,ES,2.0 200 FLAGSHIP,215/55R17,215/55R17
LEXUS,ES,2.0 200 LUXURY,215/55R17,215/55R17
LEXUS,ES,2.0 200 TOP GRADE,215/55R17,215/55R17
LEXUS,ES,2.5 250 F SPORT,235/45R18,235/45R18
LEXUS,ES,2.5 300H HYBRID F SPORT DESIGN,235/40R19,235/40R19
LEXUS,ES,2.5 300H HYBRID FLAGSHIP,235/45R18,235/45R18
LEXUS,ES,2.5 300H HYBRID GLORY,235/45R18,235/45R18
LEXUS,ES,2.5 300H HYBRID LUXURY,215/55R17,215/55R17
LEXUS,ES,3.5 350 FLAGSHIP,215/55R17,215/55R17
LEXUS,ES,3.5 350 LUXURY,215/55R17,215/55R17
LEXUS,ES,3.5 350 TOP-RANK,215/55R17,215/55R17
LEXUS,GS,2.0 200T F SPORT,235/40R19,265/35R19
LEXUS,GS,2.0 200T LUXURY,225/50R17,225/50R17
LEXUS,GS,2.0 200T TOP GRADE,235/45R18,235/45R18
LEXUS,GS,2.0 300 F SPORT,235/40R19,265/35R19
LEXUS,GS,2.0 300 LUXURY,225/50R17,225/50R17
LEXUS,GS,2.0 300 TOP GRADE,235/45R18,235/45R18
LEXUS,GS,2.5 250 LUXURY,225/50R17,225/50R17
LEXUS,GS,2.5 250 TOP GRADE,235/45R18,235/45R18
LEXUS,GS,2.5 300H F-SPORT,235/40R19,265/35R19
LEXUS,GS,2.5 300H LUXURY,225/50R17,225/50R17
LEXUS,GS,2.5 300H TOP GRADE,235/45R18,235/45R18
LEXUS,GS,3.5 350,245/40R18,245/40R18
LEXUS,GS,3.5 350 F-SPORT,235/40R19,265/35R19
LEXUS,GS,3.5 350 TOP GRADE,235/45R18,235/45R18
LEXUS,GS,3.5 450H,245/40R18,245/40R18
LEXUS,GS,3.5 450H F-SPORT,235/40R19,265/35R19
LEXUS,GS,3.5 450H LUXURY,225/50R17,225/50R17
LEXUS,GS,3.5 450H TOP GRADE,235/45R18,235/45R18
LEXUS,IS,2.0 200T F SPORT,225/40R18,255/35R18
LEXUS,IS,2.0 200T LUXURY,225/45R17,225/45R17
LEXUS,IS,2.0 200T TOPGRADE,225/45R17,225/45R17
LEXUS,IS,2.0 300 F SPORT,225/40R18,255/35R18
LEXUS,IS,2.0 300 LUXURY,225/45R17,225/45R17
LEXUS,IS,2.0 300 PLATINUM BLACK LUXURY,225/40R18,255/35R18
LEXUS,IS,2.0 300 PLATINUM BLACK TOPGRADE,225/40R18,255/35R18
LEXUS,IS,2.0 300 TOPGRADE,225/45R17,225/45R17
LEXUS,IS,2.5 250 ELITE,225/45R17,245/45R17
LEXUS,IS,2.5 250 F-SPORT,225/40R18,255/35R18
LEXUS,IS,2.5 250 TOPGRADE,225/45R17,225/45R17
LEXUS,IS,2.5 300H HYBRID F SPORT,235/40R19,265/35R19
LEXUS,IS,2.5 300H HYBRID LUXURY,235/45R18,235/45R18
LEXUS,IS,2.5 300H HYBRID TOPGRADE,235/45R18,235/45R18
LEXUS,IS,2.5 300H TOPGRADE NAVI,225/45R17,225/45R17
LEXUS,LM,2.5 300H 4 SEATER,235/60R17,235/60R17
LEXUS,LM,2.5 300H 7 SEATER,235/60R17,235/60R17
LEXUS,NX,2.0 200 ELITE PLUS 2WD,225/60R18,225/60R18
LEXUS,NX,2.0 200 LUXURY 2WD,225/60R18,225/60R18
LEXUS,NX,2.5 300H HYBRID LUXURY 2WD,225/60R18,225/60R18
LEXUS,NX,2.0 200 ELITE PLUS 2WD,225/65R17,225/65R17
LEXUS,NX,2.0 200 LUXURY 2WD,225/60R18,225/60R18
LEXUS,NX,2.0 200T FLAGSHIP 2WD,225/60R18,225/60R18
LEXUS,NX,2.0 200T F-SPORT 2WD,225/60R18,225/60R18
LEXUS,NX,2.0 200T F-SPORT 4WD,235/55R18,235/55R18
LEXUS,NX,2.0 200T LUXURY 2WD,225/60R18,225/60R18
LEXUS,NX,2.0 300 FLAGSHIP 2WD,225/60R18,225/60R18
LEXUS,NX,2.0 300 F-SPORT 2WD,225/60R18,225/60R18
LEXUS,NX,2.0 300 F-SPORT 4WD,235/55R18,235/55R18
LEXUS,NX,2.0 300 LUXURY 2WD,225/60R18,225/60R18
LEXUS,NX,2.4 350 F-SPORT 4WD,235/50R20,235/50R20
LEXUS,NX,2.5 300H FLAGSHIP 2WD,225/60R18,225/60R18
LEXUS,NX,2.5 300H F-SPORT 2WD,225/60R18,225/60R18
LEXUS,NX,2.5 300H F-SPORT 4WD,235/55R18,235/55R18
LEXUS,NX,2.5 300H LUXURY 2WD,225/60R18,225/60R18
LEXUS,NX,2.5 450H+ PHEV F-SPORT 4WD,235/50R20,235/50R20
LEXUS,NX,2.5 450H+ PHEV LUXURY 4WD,235/60R18,235/60R18
LEXUS,RC,2.0 300 F SPORT NAVI,235/40R19,265/35R19
LEXUS,RC,2.0 300 LUXURY,235/45R18,235/45R18
LEXUS,RC,2.5 300H F SPORT NAVI,235/40R19,265/35R19
LEXUS,RC,3.5 350 F SPORT NAVI,235/40R19,265/35R19
LEXUS,RC,3.5 F SPORT AUTO,235/40R19,265/35R19
LEXUS,RC,5.0 F AUTO,255/35R19,275/35R19
LEXUS,RX,2.0 200T FLAGSHIP,235/55R20,235/55R20
LEXUS,RX,2.0 200T LUXURY,235/65R18,235/65R18
